,smiles,ESOL,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
21,O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,-0.7190734180131313,4,4,1,1,3,3,2,2,4,1
22,CCOP(=S)(OCC)SCSCC,-0.4899582460951394,2,3,5,5,1,2,5,1,2,4
23,CCOc1ccc(NC(=O)C)cc1,0.3431878336066523,5,4,4,2,1,3,4,1,3,1
24,CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-1.1337529440465235,4,5,4,1,1,4,2,1,3,4
25,CCCCCCCO,0.5988121989697021,3,4,2,1,5,5,5,1,2,4
26,Cn1c(=O)n(C)c2nc[nH]c2c1=O,0.7976311498076296,4,5,2,4,4,1,3,1,4,2
27,CCCCC1(CC)C(=O)NC(=O)NC1=O,0.6693455886717287,3,1,5,2,3,4,4,3,3,1
28,ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-1.8106841338042292,5,3,4,2,2,4,1,5,1,2
29,CCCCCCCC(=O)OC,-0.04498249898168235,4,4,3,4,4,3,2,5,2,5
30,CCc1ccc(CC)cc1,-0.3195420025197728,2,1,3,4,2,1,1,1,1,4
31,CCOP(=S)(OCC)SCSC(C)(C)C,-0.7952873491676707,4,4,5,2,5,5,3,4,5,4
32,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,-0.8189562718864716,2,1,5,5,1,5,5,4,1,1
33,ClC(=C)Cl,0.6792865362136251,3,2,1,5,5,1,3,1,2,1
34,Cc1cccc2c1Cc3ccccc32,-1.015408330452519,4,4,5,3,3,1,5,3,1,5
35,CCCCC=O,1.0532555151706793,2,5,3,3,1,1,3,3,5,5
36,N(c1ccccc1)c2ccccc2,-0.2030909027432724,4,2,1,4,5,4,5,5,1,2
37,CN(C)C(=O)SCCCCOc1ccccc1,-0.4033299889443279,4,3,1,3,3,5,3,1,2,5
38,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-0.5088933842701802,5,1,1,1,1,2,2,3,3,3
39,CCCCCCCI,-0.8213231641583516,1,1,5,5,5,2,5,2,1,3
40,c1c(Cl)cccc1c2ccccc2,-0.854459655964673,1,1,5,5,1,2,3,3,1,4
41,OCCCC=C,1.3846204332338918,1,2,1,3,5,5,2,5,2,3
42,O=C2NC(=O)C1(CCC1)C(=O)N2,0.6721858593979848,5,4,2,5,3,4,4,4,1,5
43,CC(C)C1CCC(C)CC1O ,0.2579797118189692,2,2,1,4,3,2,2,5,3,5
44,CC(C)OC=O,1.1573987751334032,4,3,3,5,4,2,3,4,4,1
45,CCCCCC(C)O,0.7218905971074667,4,2,3,1,5,2,1,4,5,1
46,CC(=O)Nc1ccc(Br)cc1,-0.0037985734509689054,4,3,5,3,4,3,2,2,2,4
47,c1ccccc1n2ncc(N)c(Br)c2(=O),-0.024627225443513503,3,2,3,3,1,3,4,5,2,4
48,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,-0.7976542414395509,5,3,2,5,3,5,3,3,3,5
49,c2c(C)cc1nc(C)ccc1c2 ,0.5372729999008198,3,1,4,1,5,1,2,1,4,1
50,CCCCCCC#C,-0.2769379416259313,2,1,2,3,3,4,4,4,4,4
51,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 ,0.4283959553943356,1,1,1,5,3,1,4,4,5,5
52,c1ccc2c(c1)ccc3c4ccccc4ccc23,-2.3583830055172825,4,2,3,4,1,5,2,4,2,5
53,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,0.26129336099960115,1,5,3,5,2,1,2,1,4,2
54,Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-2.61542750624346,5,3,5,1,1,1,5,4,4,3
55,Cc1ccccc1O,1.1621325596771634,4,3,2,2,1,2,1,2,1,3
56,CC(C)CCC(C)(C)C,-0.9349339932085959,1,2,1,1,1,5,5,4,2,2
57,Cc1ccc(C)c2ccccc12,-0.5041595997264197,2,3,2,5,1,3,2,5,5,5
58,Cc1cc2c3ccccc3ccc2c4ccccc14,-1.6544692438601436,1,3,4,1,4,5,2,4,2,2
59,CCCC(=O)C,1.3656852950588512,3,1,1,4,4,4,5,5,1,3
60,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-2.87578565615027,2,2,4,2,3,1,4,4,1,4
61,CCCOC(=O)CC,1.06745686880196,1,5,2,5,4,5,4,2,4,3
62,CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-0.2864055107134516,4,5,5,3,5,2,3,3,1,3
63,Nc1ccc(O)cc1,1.07692443788948,3,2,5,5,1,3,1,2,1,4
64,O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,0.12543374459368406,2,5,2,2,1,2,1,4,1,2
65,OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,-1.351980411513868,1,1,3,5,4,4,3,3,1,2
66,CCNc1nc(Cl)nc(n1)N(CC)CC,-0.4662893233763382,2,3,4,5,2,1,2,5,5,3
67,NC(=O)c1cnccn1,1.1398837723214903,4,1,3,1,3,5,4,5,5,1
68,CCC(Br)(CC)C(=O)NC(N)=O,0.18697294366256634,4,1,4,3,1,3,2,1,3,2
69,Clc1ccccc1c2ccccc2Cl ,-1.03907725317132,4,1,2,3,1,5,3,4,4,5
70,O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ,-0.1443919744006461,2,2,5,3,3,2,4,3,4,2
71,Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,-1.1290191595027634,3,4,5,2,1,1,2,1,5,2
72,CC1(C)C2CCC1(C)C(=O)C2,0.5278054308132993,4,2,4,5,4,1,3,5,5,4
73,O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,0.3341936429735079,2,2,2,4,5,5,4,5,2,2
74,CCCCC(=O)OCC,0.3905256790442541,2,1,4,5,1,5,2,2,2,3
75,CC(C)CCOC(=O)C,0.5467405689883401,4,4,1,5,1,3,1,3,4,4
76,O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-1.3306783810669471,2,5,1,3,5,1,1,4,2,2
77,Clc1cccc(c1)c2cc(Cl)ccc2Cl ,-1.3893773094095734,4,5,1,1,4,4,3,2,1,5
78,CCCBr,0.6366824753197835,1,5,3,4,5,2,1,2,4,3
79,CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-0.19788373974513634,2,2,1,3,3,5,4,2,1,2
80,COP(=S)(OC)SCC(=O)N(C)C=O,0.5112371849101387,1,3,2,4,3,3,3,3,2,4
81,Cc1ncnc2nccnc12,1.23503284165107,1,1,2,3,2,2,5,2,4,1
82,NC(=S)N,1.6071083067906202,5,2,4,1,1,5,5,2,3,4
83,Cc1ccc(C)cc1,0.14436888276872478,2,3,3,1,4,5,4,3,3,4
84,CCc1ccccc1CC,-0.09705412896304426,3,1,5,4,4,4,4,4,3,1
85,ClC(Cl)(Cl)C(Cl)(Cl)Cl,-0.2816717261696913,1,1,5,3,4,4,1,3,4,5
86,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,-1.7993230508992053,5,1,1,5,2,3,1,1,2,3
87,CCCN(=O)=O,1.07692443788948,4,5,2,3,2,4,4,4,2,2
88,CC(C)C1CCC(C)CC1=O,0.3431878336066523,4,5,5,1,5,5,4,5,2,5
89,CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 ,-1.0816813140651618,2,1,3,3,5,2,4,5,4,5
90,O=N(=O)c1c(Cl)c(Cl)ccc1,-0.19172981983824794,1,2,3,3,3,5,3,3,2,4
91,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ,-0.1822622507507276,1,1,2,1,5,1,4,5,1,4
92,c1ccc2c(c1)c3cccc4cccc2c34,-1.3846435248658129,1,2,2,5,3,4,1,2,4,4
93,CCCOC(C)C,0.8213000725264304,2,5,2,1,1,2,4,1,2,3
94,Cc1cc(C)c2ccccc2c1,-0.5751663678828225,4,1,5,4,1,3,2,4,2,5
95,CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,-0.4710231079200986,3,4,3,3,2,3,4,1,2,2
96,c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,-1.2142272812904469,3,2,3,3,5,2,2,3,1,1
97,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-1.976366592835836,4,1,1,2,1,2,3,4,4,2
98,C1OC1c2ccccc2 ,0.6982216743886658,5,5,1,3,4,4,4,1,3,2
99,CC(C)c1ccccc1,-0.0923203444192842,4,2,2,1,1,2,2,3,1,2
100,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-0.1775284662069675,1,5,4,2,3,1,5,3,5,1
101,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,-1.1148178058714828,1,3,1,5,5,2,1,4,4,2
102,C1OC(O)C(O)C(O)C1O,1.6402447985969415,4,3,5,1,4,1,5,2,1,4
103,ClCCl,1.1573987751334032,1,3,3,3,3,5,1,4,5,5
104,CCc1cccc2ccccc12,-0.5183609533577003,4,4,3,4,1,5,3,3,2,4
105,COC=O,1.730186704928385,5,2,5,2,1,3,3,1,5,3
106,Oc1ccccc1N(=O)=O,0.6319486907760233,1,3,4,4,4,2,4,5,3,1
107,Cc1c[nH]c(=O)[nH]c1=O ,0.7427192491000115,2,4,4,5,4,4,1,2,5,5
108,CC(C)C,0.24851214273144884,3,4,4,5,2,5,5,1,3,4
109,OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,0.8733717025077925,1,2,3,1,4,3,1,1,3,1
110,Oc1c(I)cc(C#N)cc1I,-0.2532690189071302,4,3,2,5,2,3,2,2,2,5
111,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-0.7692515341769899,1,3,5,5,1,2,5,3,1,3
112,CCCCC,-0.04971628352544264,5,3,1,5,4,4,5,2,4,3
113,c1ccccc1O,1.4556272013902944,4,3,1,5,5,3,4,5,2,2
114,Nc3ccc2cc1ccccc1cc2c3 ,-0.9917394077337184,4,1,4,2,5,3,3,4,3,4
115,Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,0.26129336099960115,5,4,2,4,3,1,2,2,5,4
116,c1ccc2cnccc2c1,0.7692284425450685,1,5,5,1,1,4,1,5,2,2
117,COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-0.6423861084042172,5,3,5,3,2,5,3,3,3,1
118,CCCCCCc1ccccc1,-1.0106745459087592,5,2,2,4,5,5,2,5,3,4
119,Clc1ccccc1c2ccccc2,-0.693510981476827,3,4,5,3,2,5,5,3,1,2
120,CCCC(=C)C,0.021290484630960227,1,5,1,5,1,5,2,2,1,3
121,CC(C)C(C)C(C)C,-0.8165893796145915,5,3,2,4,4,5,1,1,3,3
122,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-1.2189610658342072,3,1,1,2,2,2,1,3,1,2
123,Oc1cccc(c1)N(=O)=O,0.9775149624705164,5,2,2,2,1,4,5,4,3,4
124,CCCCCCCCC=C,-1.1526880822215644,2,3,3,3,5,2,3,2,1,4
125,CC(=O)OCC(COC(=O)C)OC(=O)C,1.1716001287646838,2,5,4,5,3,4,4,4,1,4
126,CCCCc1c(C)nc(nc1O)N(C)C ,0.3952594635880142,2,5,4,4,1,3,3,5,2,1
127,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,-2.01755051836655,2,2,1,4,3,1,1,3,3,4
128,c1ccncc1,1.815394826716068,5,3,3,3,1,5,3,4,1,2
129,CCCCCCCBr,-0.6414393514954648,1,5,4,4,5,4,5,5,1,1
130,Cc1ccncc1C,1.626043444965661,2,3,1,3,4,4,2,1,5,3
131,CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,-0.16806089711944713,1,1,1,5,5,1,5,1,3,4
132,CCSCc1ccccc1OC(=O)NC ,0.466266231744417,4,3,5,1,3,3,5,4,2,1
133,CCOC(=O)CC(=O)OCC,1.06745686880196,5,1,2,2,5,2,3,3,1,3
134,CC1=CCC(CC1)C(C)=C,-0.5609650142515419,1,4,4,1,4,1,1,4,3,1
135,C1Cc2ccccc2C1,0.016556700087199942,3,2,2,2,1,2,2,1,4,4
136,CC(C)(C)c1ccc(O)cc1,0.3147851263440912,5,2,3,4,3,3,3,2,3,2
137,O=C2NC(=O)C1(CC1)C(=O)N2 ,0.5628354364371247,4,3,2,4,2,5,1,2,2,4
138,Clc1cccc(I)c1,-0.2248663116445691,3,4,5,3,3,5,4,2,4,3
139,Brc1cccc2ccccc12,-0.6035690751453834,4,1,4,3,5,5,5,5,3,4
140,CC/C=C/C,0.2532459272752089,5,4,5,2,2,3,2,3,5,5
141,Cc1cccc(C)n1,1.6686475058595027,2,1,4,5,3,5,3,5,3,4
142,ClC=C(Cl)Cl,0.5278054308132993,5,4,5,1,3,4,1,5,2,3
143,Nc1cccc2ccccc12,0.5467405689883401,5,2,4,3,4,2,4,2,1,2
144,Cc1cccc(C)c1,0.12069996004992398,2,2,2,3,5,1,1,3,3,4
145,Oc2ncc1nccnc1n2,0.5339593507201875,2,2,1,3,5,3,4,2,3,4
146,CO,2.1988313747606427,1,2,2,5,1,2,3,5,2,5
147,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0.28732917599028224,2,1,3,5,4,4,1,3,1,2
148,CCC(=O)C,1.7017839976658238,1,4,2,1,3,2,4,3,2,3
149,Fc1c[nH]c(=O)[nH]c1=O ,0.9457986060273232,3,1,3,4,3,5,2,5,3,2
150,Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ,0.5325392153570595,4,5,2,1,3,1,4,5,1,3
151,Oc1cccc(O)c1,1.8390637494348687,1,1,4,1,2,5,1,1,1,2
152,CCCCCCO,0.8686379179640322,5,5,4,3,4,4,4,4,3,3
153,CCCCCCl,0.16330402094376553,2,3,5,4,1,1,5,5,4,1
154,C=CC=C,0.5704094917071411,4,3,4,2,3,1,3,3,2,2
155,CCCOC(=O)C,1.1147947142395616,4,5,5,3,1,1,2,2,5,1
156,Oc2ccc1CCCCc1c2 ,0.5136040771820188,4,4,5,4,3,3,4,5,3,1
157,NC(=O)CCl ,1.446159632302774,2,1,3,5,3,2,2,3,1,4
158,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-1.6781381665789443,3,5,2,1,2,5,5,5,4,2
159,Cc1ccc(Cl)cc1,-0.002378438087840798,1,5,2,2,1,1,1,4,3,4
160,CSc1nnc(c(=O)n1N)C(C)(C)C,0.3891055436811261,3,4,5,2,4,2,4,3,3,2
161,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,-1.3893773094095734,3,3,4,3,4,2,2,2,5,1
162,CCCCCC=O,0.8402352107014712,3,3,3,4,5,3,4,5,3,3
163,CCCCOC(=O)c1ccc(N)cc1,-0.003325194996592729,2,4,1,4,2,4,5,4,1,3
164,O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,0.015136564724071832,3,4,1,2,3,3,3,5,1,5
165,CC(C)=CCC/C(C)=C\CO,0.2911162036252904,2,5,4,4,3,5,5,5,3,1
166,Clc1ccc(cc1)c2ccccc2Cl ,-1.0438110377150804,4,1,2,4,1,4,2,3,1,3
167,O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-1.6322204565044705,2,5,1,4,3,4,2,3,5,3
168,CCN(=O)=O,1.3514839414275706,4,5,4,2,1,2,3,5,2,5
169,CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-1.4433424532084391,2,1,3,5,4,3,3,2,2,5
170,Clc1ccc(Cl)c(Cl)c1Cl,-0.7077123351081076,5,4,1,3,4,2,3,2,5,2
171,CCCC(C)(COC(N)=O)COC(N)=O ,0.6002323343328301,5,3,2,4,5,3,5,1,2,2
172,CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ,-0.7455826114581892,5,1,5,4,3,2,3,1,5,1
173,CI,0.9822487470142766,1,1,1,4,1,1,3,3,5,2
174,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ,0.9207095479453944,5,1,1,2,2,1,5,1,4,3
175,O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-1.5271304396329948,1,5,1,1,5,1,3,1,2,3
176,CC1=CC(=O)CC(C)(C)C1 ,0.9538460397517154,2,5,1,5,5,4,4,2,3,5
177,O=C1NC(=O)NC(=O)C1(CC)C(C)CC,0.3242526954316116,4,4,4,5,5,1,1,5,4,3
178,CCCCC(=O)CCCC,0.23431078910016814,5,1,2,2,2,2,4,2,3,5
179,CCC1(CCC(=O)NC1=O)c2ccccc2 ,0.3493417535135405,4,5,4,5,3,4,2,3,4,5
180,CCC(C)CC,-0.2864055107134516,2,4,2,2,3,3,5,1,1,1
181,CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,-2.61542750624346,1,5,4,2,2,2,1,3,2,3
182,Cc1ccccc1n3c(C)nc2ccccc2c3=O,0.0709952223404421,3,1,5,5,1,5,1,1,5,5
183,ClCC#N,1.4120763835877008,1,3,2,3,5,3,3,4,2,2
184,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-1.2672456681805615,5,4,1,1,3,4,5,2,1,3
185,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,-1.2236948503779672,2,5,3,3,2,4,2,1,2,4
186,c1ccnnc1,1.9763435012039143,3,3,2,5,3,3,1,2,5,2
187,Clc1cc(Cl)c(Cl)c(Cl)c1,-0.7361150423706685,4,5,4,3,3,4,2,3,4,3
188,C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,-2.0095030846421573,3,2,4,5,5,4,2,5,3,4
189,Nc1ccccc1O,1.1147947142395616,4,5,2,2,2,3,2,5,1,3
190,CCCCCCCCC(=O)OCC,-0.3432109252385736,3,1,2,4,3,2,5,4,3,2
191,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,0.6977482959342898,3,5,3,4,2,2,5,1,5,4
192,CNC(=O)Oc1ccccc1OC(C)C,0.4852013699194578,5,4,5,4,4,2,5,3,4,5
193,CCC(C)Cl,0.5278054308132993,1,3,1,2,2,1,3,1,1,1
194,Oc1ccc2ccccc2c1,0.3763243254129737,2,5,1,3,4,4,1,2,5,3
195,CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-1.2407364747355043,1,1,5,4,4,3,1,5,4,2
196,CCCCC#C,0.3384540490628922,2,2,5,4,3,4,4,1,5,4
197,CCCCCCCC#C,-0.5514974451640217,1,4,4,2,1,1,2,1,5,4
198,Cc1ccccc1Cl,-0.21066495801328866,5,5,4,3,2,4,5,3,3,1
199,CC(C)OC(C)C,0.9349109015766748,5,1,2,5,4,1,5,4,2,1
200,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,-0.00900573644910495,1,5,1,2,2,1,1,3,4,4
201,CNN,2.0899543302541588,4,3,4,5,1,2,5,4,2,2
202,CC#C,1.2615420350961268,4,1,4,5,4,3,1,1,1,2
203,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-0.8459388437859048,3,4,1,2,2,1,5,4,4,2
204,CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,-0.15764657112317462,1,4,3,2,3,2,5,1,2,1
205,C=CC=O,1.7254529203846247,5,1,2,1,3,4,2,1,2,1
206,O=c1[nH]cnc2nc[nH]c12 ,0.3687502701429574,5,5,2,3,5,1,5,1,1,2
207,Oc2ccc1ncccc1c2 ,0.4331297399380957,1,5,2,1,3,3,4,2,3,4
208,Fc1ccccc1,0.6035459835134622,2,2,5,5,5,5,1,3,2,2
209,CCCCl,0.7597608734575482,5,1,4,4,3,2,4,5,1,4
210,CCOC(=O)C,1.4366920632152538,1,1,5,5,1,2,2,5,3,1
211,CCCC(C)(C)C,-0.6083028596891439,3,5,2,5,5,3,2,5,1,1
212,Cc1cc(C)c(C)c(C)c1C,-0.4378866161137773,5,4,2,2,3,2,3,2,2,2
213,CC12CCC(CC1)C(C)(C)O2 ,0.6792865362136251,3,5,3,5,3,1,1,5,1,4
214,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-0.38865525685867136,5,3,4,3,5,2,5,3,3,2
215,Clc1ccc(cc1)c2ccc(Cl)cc2 ,-1.649735459316383,4,1,4,2,2,2,5,5,4,3
216,Cc1cccnc1C,1.6355110140531812,5,3,5,3,2,3,5,1,2,4
217,CC(=C)C1CC=C(C)C(=O)C1,0.4804675853756975,2,2,1,5,2,1,5,3,3,2
218,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-1.2596716129105452,2,1,2,3,3,3,3,1,4,1
219,COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,-0.2348072591864657,3,3,2,1,3,4,4,5,4,1
220,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-2.711996710936168,5,1,5,1,3,3,2,1,5,5
221,Cc1ccc(cc1N(=O)=O)N(=O)=O,0.12069996004992398,3,5,5,2,5,3,2,1,3,3
222,c1c(Br)ccc2ccccc12 ,-0.6272379978641847,1,2,4,1,1,2,2,3,4,2
223,CNC(=O)Oc1cccc(N=CN(C)C)c1,0.3479216181504126,3,4,4,1,2,5,4,1,5,3
224,COc2cnc1ncncc1n2,0.91644914185601,2,2,2,1,4,3,1,5,5,1
225,Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,-0.05445006806920272,4,2,5,5,3,5,3,1,3,2
226,CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,-0.2759911847171791,2,4,3,4,2,2,4,3,2,1
227,CC(=C)C=C,0.4946689390069782,3,3,2,1,4,3,1,5,1,3
228,CC(C)=CCCC(O)(C)C=C,0.5136040771820188,3,5,1,4,1,2,1,4,2,5
229,COP(=S)(OC)Oc1ccc(SC)c(C)c1,-0.7077123351081076,4,5,2,2,3,3,1,3,3,5
230,OC1CCCCC1,1.247340681464847,2,1,3,3,5,2,2,2,1,5
231,O=C1NC(=O)NC(=O)C1(C)CC=C,0.9065081943141138,4,3,2,3,2,1,2,5,5,1
232,CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,-0.5136271688139402,1,5,2,4,2,5,1,3,5,4
233,OCC(O)C(O)C(O)C(O)CO ,1.4840299086528557,2,1,2,5,2,2,5,5,4,5
234,Cc1ccc(cc1)c2ccccc2,-0.7313812578269084,3,4,1,1,1,4,3,1,1,2
235,CCNc1nc(Cl)nc(NC(C)C)n1,-0.3668798479573746,2,1,3,5,5,1,5,5,3,1
236,NC(=S)Nc1ccccc1,0.6177473371447427,1,5,3,3,3,3,1,4,5,3
237,CCCC(=O)CCC,0.8402352107014712,4,2,4,2,5,3,1,5,5,3
238,CC(=O)C(C)(C)C,1.1147947142395616,1,1,4,3,3,5,2,2,2,2
239,Oc1ccc(Cl)cc1,1.124262283327082,4,3,2,3,4,4,1,1,5,2
240,O=C1CCCCC1,1.1716001287646838,3,3,2,3,2,4,2,3,5,4
241,Cc1cccc(N)c1,1.0532555151706793,4,2,3,4,4,4,2,5,5,5
242,ClC(Cl)(Cl)C#N,0.4293427123030875,4,1,3,4,2,1,5,1,5,2
243,CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-0.4596620250150743,4,4,3,1,5,5,5,5,4,4
244,CCCCCCCCC(=O)C,-0.10652169805056463,1,5,3,5,1,4,4,4,5,4
245,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-0.3361102484229335,1,2,4,5,4,4,3,1,2,3
246,CCOC(=O)c1ccc(N)cc1,0.21726916474263155,2,2,4,5,3,2,1,1,1,2
247,Clc1ccc(Cl)c(Cl)c1,-0.24380144981960986,4,4,4,3,4,1,2,3,3,5
248,Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,-0.4804906770076188,1,3,4,3,3,4,1,5,2,3
249,Oc1ccccc1O,1.7491218431034257,1,5,1,3,3,3,4,3,3,2
250,CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,0.21537565092512745,1,1,5,4,1,5,2,4,5,3
251,CSC,1.2426068969210864,4,5,2,1,1,3,2,2,4,5
252,Cc1ccccc1Br,0.3999932481317745,5,5,2,3,4,4,5,1,2,5
253,CCOC(=O)N,1.8579988876099096,2,4,5,1,2,5,1,2,4,3
254,CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,-1.0769475295214013,1,1,5,5,1,2,5,4,3,4
255,CC(C)C(O)C(C)C,0.8781054870515527,4,3,2,3,4,5,5,2,5,2
256,c1ccc2ccccc2c1,-0.2485352343633701,2,5,4,5,3,3,2,1,4,5
