,smiles,Lipop,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
80,CC1(CC1)c2nc(ncc2C(=O)N[C@@H]3C4CC5CC3C[C@@](O)(C5)C4)N6CCOCC6,-0.14425216728310186,2,5,3,2,4,4,3,1,2,1
81,COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3N(C)SC(=O)c3c2)c1,0.3542178096502923,1,4,4,1,3,4,5,4,1,2
82,COc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,1.1019227750503833,2,2,5,3,4,2,3,1,3,3
83,CNCCCC12CCC(c3ccccc13)c4ccccc24,-1.0664216246098808,1,1,2,4,1,5,5,2,5,3
84,Oc1cc(nc2ccnn12)c3ccccc3,-0.7258004737053949,3,3,4,1,1,4,5,4,3,1
85,Fc1cc(cc(F)c1C2=CCN(CC2)C=O)N3C[C@H](COc4ccon4)OC3=O,-0.13594433433421216,1,3,5,4,5,2,4,1,4,2
86,CC(C#C)N1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6cncn6C,1.1766932715903924,1,2,1,4,2,4,3,2,4,5
87,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccccc3,-1.656277763981064,5,5,2,3,1,1,1,3,1,3
88,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,0.3542178096502923,2,3,3,3,2,2,1,1,1,1
89,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@@H](CC(=O)O)CC3)c(F)c2,-0.7258004737053949,3,3,5,4,1,4,2,5,3,4
90,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,-0.061173837794202775,3,2,2,4,3,1,3,4,1,3
91,Cc1cc(CCCOc2c(Cl)cc(cc2Cl)C3=NCCO3)on1,1.2846950999259614,1,1,2,3,5,4,2,5,1,4
92,CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,-0.3768714898520191,2,4,2,1,2,1,1,1,2,3
93,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,-0.4350263204942485,4,5,3,1,2,2,5,2,3,5
94,CCN1CCN(CC1)c2ccc(Nc3cc(ncn3)N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)cc2,1.2680794340281816,1,1,5,5,1,1,2,1,1,5
95,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(N)ncnc34,0.021904491694696302,3,3,3,1,1,3,5,4,1,4
96,CCN(CC)CCCCNc1ncc2CN(C(=O)N(Cc3cccc(NC(=O)C=C)c3)c2n1)c4c(Cl)c(OC)cc(OC)c4Cl,-0.11102083548754224,4,1,5,3,2,3,3,5,4,2
97,CCSc1c(Cc2ccccc2C(F)(F)F)sc3N(CC(C)C)C(=O)N(C)C(=O)c13,1.924398236990484,5,1,4,2,2,4,4,2,5,3
98,COc1ccc(Cc2c(N)n[nH]c2N)cc1,-1.639662098083284,5,1,3,4,4,4,2,1,3,1
99,CCN(CCN(C)C)S(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3cccnc3,-0.14425216728310186,2,1,4,2,2,4,1,5,1,3
100,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4ccccc4)c3)C(=O)NC1=O,-0.5679516476764869,4,5,5,1,3,2,2,5,2,3
101,C1Oc2ccccc2C3=NN(CC13)c4ccccc4,1.749933745063796,2,3,4,2,5,3,3,3,4,2
102,CNC(=C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1,-2.595062887205623,2,5,5,1,4,1,5,4,3,5
103,CC(C)CC(N1NC(=O)c2nc3cc(Cl)ccc3c(O)c2C1=O)c4ccncc4,-0.4433341534431384,3,4,1,2,1,2,1,3,3,5
104,FC(F)c1nc2ccccc2[nH]1,-0.12763650138532207,5,4,4,5,3,5,2,3,1,2
105,O[C@@H](CNC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1)COc3cccc(c3)C#N,0.7613016241458973,1,2,4,2,4,2,5,2,2,1
106,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,0.005288825796916486,3,5,5,5,5,2,5,3,5,3
107,Oc1ccccc1OC(=O)c2cccc3ccccc23,1.8496277404504748,2,5,1,5,1,2,4,4,1,3
108,COc1ccccc1CNc2cc(C)ccn2,0.9191504501748052,3,5,1,2,2,5,4,3,2,4
109,Nc1nc(Nc2cccc(Br)c2)c3nc[nH]c3n1,0.7197624594014479,1,4,5,1,5,4,2,3,4,2
110,Nc1c2CCN(c3ccccc3)c2nc4ccc(Br)cc14,0.7862251229925672,3,1,1,2,3,4,4,3,3,4
111,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N(c2ccc(C)cc2)c3ccc(C)cc3,-1.7559717593677426,3,4,1,4,2,1,3,2,4,3
112,OC(C(=O)c1ccc(F)cc1)c2ccc(F)cc2,0.26283164721250346,4,5,2,1,2,5,5,3,1,5
113,CC(C)C[C@H](N)c1oc(nn1)S(=O)(=O)Cc2ccc(F)cc2,-0.8836492997343031,4,3,4,3,3,1,5,2,3,3
114,CC(C)COc1cccc(c1)C(=O)Nc2ccc(C)c(c2)C(=O)Nc3cccnc3,0.5286823015769802,1,3,1,3,4,1,5,4,4,2
115,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc3ccccc3)c1,1.1185384409481631,5,1,4,3,3,3,3,4,4,3
116,NC1(CCC1)c2ccc(cc2)c3nc4C=CN5C(=O)NN=C5c4cc3c6ccccc6,0.2711394801613932,4,4,4,4,2,5,2,2,2,3
117,CC(C(Cc1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3)c5ccccc5,1.916090404041594,1,1,5,4,3,5,4,5,1,4
118,Clc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,-0.7008769748587252,5,4,1,3,4,5,3,5,5,5
119,OC(=O)Cc1ccc(cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,-0.28548532741423016,3,5,1,5,4,3,1,4,3,3
120,COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1OC,1.1850011045392823,3,4,3,3,2,4,1,1,3,2
121,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)C4CCC4,0.8526877865836865,3,4,3,2,4,4,2,4,3,4
122,NC(=N)NC(=O)c1nc(Cl)c(NCc2ccccn2)nc1N,-2.2710574021989167,3,3,4,1,4,4,4,1,1,2
123,Nc1c(NC2CC3CCC2C3)nc(nc1N4CCOCC4)C#N,1.1268462738970528,5,1,1,4,1,5,1,3,4,5
124,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4c(F)cccc4F,1.7665494109615754,1,2,1,5,4,2,2,1,2,5
125,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4,0.5868371322192094,3,4,3,5,1,1,1,4,4,2
126,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,0.7529937911970075,2,2,1,4,4,3,4,5,4,1
127,Cc1ncc(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3,-0.975035462172092,4,3,4,1,2,3,3,3,1,5
128,Cn1ncnc1COc2nn3c(nnc3cc2C(C)(C)C)c4cc(F)ccc4F,0.18806115067249413,1,2,3,2,4,4,3,4,1,3
129,CNCC[C@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,-0.2356383297208909,4,5,5,4,1,5,5,4,2,4
130,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4Cl,-0.5430281488298171,1,5,3,5,5,3,3,1,2,5
131,O=C1C=COc2cc(OCc3ccccc3)ccc12,0.9606896149192552,4,2,1,3,5,2,5,2,5,5
132,[O-][S+](c1ccccc1)c2ccc3nnnn3n2,-1.14949995409878,4,2,5,1,3,3,2,1,4,3
133,[O-][N+](=O)c1ccc2OC(CN(c2c1)c3cccc[n+]3[O-])(C(F)F)C(F)F,0.8526877865836865,4,4,1,1,1,1,5,1,1,5
134,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,-1.7227404275721832,4,5,4,4,4,2,1,2,1,2
135,Cc1ncc(nc1c2ccc(cc2)[C@@H]3CC[C@H](CC3)C(=O)O)C(=O)N,-1.6230464321855045,2,3,3,3,1,1,3,2,3,4
136,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,-0.14425216728310186,4,1,4,2,1,4,3,3,5,3
137,COc1cc(OC2CCN(CC2)C(=O)C)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45,1.5173144224948785,2,5,3,5,4,1,3,2,2,4
138,COc1ccc(cc1)C2=CC(=O)c3ccccc3N2,0.4456039720880811,2,4,5,3,5,5,4,3,5,1
139,COC1\C=C\OC2(C)Oc3c(C)c(O)c4C(=O)C(=CC(=O)c4c3C2=O)NC(=O)\C(=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)\C,-1.2242704506387891,1,2,5,3,5,3,1,2,2,5
140,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(cn6C)C#N)c3C1=O,1.2431559351815116,3,1,5,4,3,5,2,5,4,2
141,CN1SC(=NC1=O)NC(=O)c2cccc(Cl)c2,-1.0830372905076606,3,3,5,2,4,2,2,5,4,1
142,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4nccn4C,0.54529796747476,5,1,3,4,2,1,3,5,4,3
143,CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N,-1.1245764552521105,5,3,2,5,2,2,5,4,3,2
144,Oc1ccc2C(=O)C=C(Oc2c1)N3CCOCC3,-0.975035462172092,1,4,2,1,2,3,1,4,4,4
145,Oc1nc(nc2CCSCc12)c3ccc(cc3)C(F)(F)F,0.7446859582481175,3,5,1,5,4,5,3,3,1,5
146,Clc1ccc(N2CCN(CC2)C(=O)COCc3cscn3)c(Cl)c1,0.7446859582481175,3,1,2,2,2,4,5,5,4,1
147,Oc1ccc(cc1)N2C=Nc3cc(O)ccc3C2=O,-0.4765654852386978,2,2,1,5,1,4,4,3,2,2
148,O[C@@H](CNCCc1ccccc1CNCCc2ccccc2F)c3ccc(O)c4NC(=O)Sc34,-0.4931811511364777,2,4,1,2,5,2,3,3,3,5
149,OCC(CO)N1C=Cc2c(NC(=O)CC34CC5CC(CC(C5)C3)C4)cccc2C1=O,0.3708334755480721,2,1,2,5,1,5,2,2,4,2
150,COc1ccc(c(OC)n1)c2c(F)ccc3c(N)c(nnc23)C(=O)NC4CC4,0.9939209467148148,5,4,1,4,2,1,5,5,2,3
151,Clc1ccccc1c2cnn[nH]2,0.4206804732414116,1,4,5,3,1,5,1,4,3,3
152,NC(=O)c1ccc(Oc2cccc3cccnc23)c(c1)[N+](=O)[O-],-0.39348715574979903,1,5,5,4,1,1,3,3,1,2
153,NC(=O)Nc1cc(sc1C(=O)N)c2cccc(O)c2,0.03021232464358603,2,5,2,5,3,3,3,4,1,2
154,Nc1ccc(cc1)S(=O)(=O)Nc2nccs2,-2.1132085761700092,4,2,2,3,1,2,2,2,1,1
155,COC(=O)C1=Nc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2NC1=O,0.26283164721250346,1,5,2,2,2,3,4,3,2,1
156,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1,0.7779172900436769,5,4,4,2,5,5,3,1,4,3
157,CC1CCc2cc(F)cc3C(=O)C(=CN1c23)C(=O)O,-1.1910391188432294,2,1,3,5,2,3,1,2,4,2
158,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cn3c(C)nc(Cl)c3Cl)c2C(=O)N4CC[C@@H](O)C4,-0.4682576522898079,1,2,4,4,2,3,5,3,5,4
159,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4ncc(C#N)s4,-0.8088788031942941,2,2,2,3,3,2,3,5,3,2
160,Cc1ccc(NC(=N)N)cc1C,-2.9190683722123287,3,2,3,3,5,1,5,4,1,4
161,Clc1ccc(cc1C(=O)NCC2CCCCC2)N3N=CC(=O)NC3=O,-0.7590318055009546,2,1,2,4,5,4,3,2,3,2
162,O=C(Oc1ccccc1)N2CCOCC2,-0.7258004737053949,2,5,5,5,5,2,5,1,5,3
163,CC(C)(C#N)c1cnc(s1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,-0.22733049677200096,5,1,4,1,4,1,3,2,3,2
164,FC(F)(F)c1nnc2ccc(nn12)N3CCCCC3,0.6865311276058883,5,5,3,2,5,5,2,3,2,4
165,Cc1c(Sc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O,-1.6313542651343942,4,3,4,4,5,3,4,5,2,1
166,CCCNC(=O)CSc1ccc(cn1)S(=O)(=O)N2CCCC2,-0.5181046499831474,2,3,3,5,2,5,2,5,3,2
167,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N6CCOCC6,0.53699013452587,3,4,4,3,1,1,3,5,5,2
168,COc1ccc(Cn2cc3N(CC(C)C)C(=O)N(C)C(=O)c3c2)cc1,1.1185384409481631,1,5,5,4,1,2,5,5,1,2
169,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn4cncn4,0.8526877865836865,1,1,5,2,1,5,3,3,1,3
170,CCN1CCC[C@H]1CNC(=O)c2c(O)c(Cl)cc(Cl)c2OC,-0.9002649656320828,1,1,1,5,3,2,5,2,1,1
171,CC(=O)Nc1nc(C)c(s1)c2cnc(F)c(NS(=O)(=O)c3sc(C)nc3C)c2,-1.3488879448721376,5,2,3,4,4,5,5,4,4,1
172,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4ccc(cc34)C(F)(F)F,-0.3270244921586797,5,1,5,1,4,3,5,3,3,1
173,CSc1ncccc1C(=O)Nc2nccs2,-0.6177986453698263,3,3,4,5,3,4,3,4,4,2
174,CCOc1ncc(C)c2NC(=C([C@@H](c3ccc(cc3OC)C#N)c12)C(=O)N)C,0.2794473131102829,5,1,2,1,4,1,1,2,3,5
175,Cc1nc2ccc(Cl)cn2c1c3ccnc(N)n3,0.26283164721250346,3,1,1,1,5,4,4,4,2,5
176,CC1CC(CC(C)(C)C1)OC(=O)C(O)c2ccccc2,0.11329065413248512,1,3,3,5,5,5,5,3,5,2
177,C[C@@H](NC(=O)C1CCCCN1C)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,0.9689974478681448,1,5,4,5,3,4,3,5,5,5
