,rd_2,rd_32,rd_128,rd_512,rd_1024
740,4,2,2,1,5
741,2,3,2,2,4
742,4,1,4,5,2
743,4,4,4,2,5
744,2,1,2,5,2
745,4,3,3,3,1
746,3,2,4,1,1
747,3,2,2,4,5
748,4,1,5,3,2
749,1,2,5,1,5
750,4,1,4,1,1
751,5,2,4,4,3
752,5,3,5,4,5
753,1,3,2,4,5
754,1,1,3,3,1
755,4,5,2,1,5
756,5,5,4,2,5
757,1,1,5,4,5
758,2,2,4,5,4
759,2,3,2,5,4
760,3,4,1,3,2
761,3,3,1,2,2
762,5,3,1,4,1
763,4,1,4,2,3
764,3,1,1,1,2
765,1,4,3,2,5
766,4,2,3,5,4
767,2,1,1,4,1
768,3,1,5,4,4
769,1,1,5,3,2
770,4,1,3,1,5
771,2,3,4,5,5
772,2,1,4,4,4
773,3,1,2,1,4
774,1,3,4,1,5
775,4,1,5,5,4
776,5,3,3,1,4
777,5,5,4,1,2
778,3,5,4,1,5
779,4,5,5,4,2
780,4,5,4,3,1
781,4,4,5,1,5
782,4,5,5,4,3
783,1,2,4,2,1
784,2,4,3,1,1
785,4,4,1,2,2
786,1,3,2,5,4
787,1,1,2,5,1
788,1,1,2,5,2
789,5,1,3,4,5
790,2,2,3,5,5
791,3,2,2,2,2
792,5,3,5,5,3
793,5,3,4,5,2
794,5,1,3,1,5
795,1,5,2,4,3
796,5,5,3,4,5
797,5,3,5,4,1
798,2,4,1,4,1
799,2,4,3,3,1
800,3,3,2,2,2
801,3,1,4,1,5
802,1,3,3,3,2
803,1,5,1,1,2
804,3,2,2,2,5
805,3,1,5,3,3
806,3,5,1,3,5
807,1,4,5,2,1
808,2,4,5,5,5
809,5,1,4,5,2
810,2,5,2,4,3
811,1,2,5,1,3
812,1,2,3,2,1
813,4,4,2,2,2
814,1,1,3,3,2
815,3,2,1,4,2
816,3,1,4,3,3
817,4,3,3,1,3
818,5,1,1,1,3
819,4,2,4,4,5
820,3,5,3,3,4
821,3,4,1,1,2
822,2,4,1,1,3
823,1,3,4,1,5
824,4,2,3,5,3
825,3,4,2,3,1
826,2,5,1,5,3
827,2,4,5,3,2
828,4,3,2,5,3
829,1,3,4,3,1
830,4,3,4,4,2
831,5,4,1,5,4
832,1,5,5,5,2
833,2,4,1,5,3
834,5,1,3,3,1
835,5,5,1,1,2
836,2,1,1,1,4
837,5,3,4,5,1
838,2,4,4,1,1
839,3,4,5,1,4
840,3,2,5,2,5
841,4,1,3,4,3
842,1,2,4,3,2
843,4,2,1,1,2
844,1,1,5,4,5
845,5,2,1,3,2
846,2,2,3,2,5
847,5,5,2,1,5
848,2,3,3,1,2
849,3,1,4,3,2
850,5,5,5,3,3
851,3,3,4,4,1
852,3,2,4,3,1
853,4,3,1,1,3
854,5,3,5,1,5
855,2,1,2,2,4
856,2,1,2,4,1
857,1,1,2,2,4
858,2,1,3,3,2
859,4,5,5,5,2
860,2,2,1,2,1
861,2,1,1,1,1
862,2,4,3,3,4
863,5,1,5,1,3
864,5,3,2,3,5
865,2,1,2,2,5
866,1,5,5,1,4
867,3,1,4,1,2
868,4,4,4,3,4
869,4,3,1,1,3
870,4,1,3,1,5
871,4,5,4,3,4
872,4,1,4,1,3
873,3,2,3,2,1
874,3,2,4,5,3
875,3,4,5,2,4
876,2,1,5,1,1
877,3,2,1,1,1
878,1,2,1,3,5
879,1,1,2,5,4
880,4,3,4,5,5
881,1,5,4,5,3
882,2,2,3,2,2
883,5,5,3,3,1
884,3,5,2,2,5
885,5,4,5,5,4
886,5,1,1,5,1
887,2,2,4,3,2
888,4,4,1,3,1
889,3,1,1,3,3
890,3,2,4,2,2
891,1,2,1,3,4
892,4,2,4,1,4
893,5,3,3,4,5
894,5,4,2,2,1
895,4,5,3,5,4
896,1,3,3,3,5
897,1,1,4,3,4
898,5,2,3,2,5
899,3,2,3,3,2
900,4,5,5,3,1
901,1,2,1,3,3
902,5,1,5,5,1
903,5,3,2,5,5
904,5,2,1,1,2
905,2,3,4,5,3
906,4,1,2,3,3
907,3,2,3,1,2
908,4,1,1,1,2
909,1,2,5,3,5
910,5,5,4,3,3
911,1,2,1,1,4
912,1,1,4,5,2
913,2,3,1,4,3
914,5,4,5,5,2
915,4,1,5,1,4
916,1,4,4,5,2
917,5,1,5,5,2
918,1,1,5,4,1
919,4,1,5,4,4
920,5,2,1,1,1
921,5,3,4,5,4
922,4,4,2,1,4
923,3,5,5,3,1
924,2,5,1,2,3
925,4,5,4,3,5
926,2,2,5,1,3
927,4,3,1,1,4
928,3,5,5,5,4
929,1,2,2,2,2
930,3,1,3,3,2
931,3,1,3,5,5
932,3,5,3,4,5
933,4,1,1,1,1
934,1,3,2,3,1
935,4,1,3,1,5
936,2,1,4,3,1
937,1,3,3,5,3
938,5,4,5,1,2
939,5,5,5,5,5
940,5,4,1,1,2
941,5,4,3,5,3
942,5,5,4,3,5
943,3,4,5,4,3
944,2,3,2,5,2
945,3,2,2,2,1
946,2,1,4,1,2
947,3,5,1,5,3
948,3,5,4,4,2
949,2,4,1,2,4
950,4,2,2,3,2
951,3,2,5,3,4
952,3,4,2,5,4
953,4,2,3,4,1
954,3,2,1,5,4
955,4,1,1,5,5
956,5,2,3,4,5
957,1,2,2,1,3
958,4,1,4,1,1
959,3,3,3,3,3
960,5,5,2,3,2
961,4,5,1,2,4
962,3,4,2,1,5
963,2,2,2,3,3
964,1,1,2,5,3
965,3,3,3,5,2
966,3,5,5,2,2
967,4,5,4,5,2
968,5,3,2,3,1
969,5,4,1,1,2
970,2,2,5,1,4
971,2,3,4,2,2
972,2,1,2,5,5
973,3,3,3,3,1
974,4,2,3,2,1
975,4,1,2,5,2
976,1,4,1,5,5
977,3,1,4,4,3
978,3,5,2,2,4
979,1,2,3,5,4
980,3,5,4,2,1
981,1,4,3,1,5
982,2,1,2,4,1
983,5,5,1,5,5
984,5,4,2,3,4
985,2,3,5,2,3
986,3,5,4,1,3
987,5,1,2,2,5
988,2,4,4,5,2
989,5,4,3,4,4
990,2,1,3,1,5
991,4,5,1,4,4
992,1,1,3,4,5
993,4,3,2,5,4
994,1,2,5,5,5
995,3,5,2,2,2
996,5,3,4,4,4
997,3,2,3,5,5
998,3,3,2,3,2
999,1,1,2,5,5
1000,2,4,4,5,2
1001,2,4,1,1,2
1002,3,1,1,2,3
1003,4,3,1,5,2
1004,1,1,2,1,1
1005,5,5,2,5,1
1006,2,2,5,5,1
1007,4,4,5,2,1
1008,3,3,5,5,5
1009,4,1,4,4,3
1010,2,5,5,1,4
1011,4,4,2,4,1
1012,3,5,3,2,4
1013,2,3,5,3,3
1014,5,5,3,3,4
1015,4,1,4,1,2
1016,3,1,4,1,2
1017,1,5,4,4,4
1018,5,1,2,1,5
1019,5,3,3,4,2
1020,5,3,4,5,4
1021,4,2,1,5,3
1022,4,2,1,1,5
1023,3,5,2,3,1
1024,5,3,5,5,3
1025,2,4,4,1,2
1026,4,4,3,3,4
1027,1,4,4,4,4
1028,5,1,4,1,3
1029,4,5,2,5,3
1030,4,3,1,3,3
1031,3,3,3,1,5
1032,1,1,5,3,2
1033,1,1,5,1,5
1034,4,1,4,1,3
1035,3,4,5,5,3
1036,1,1,1,2,3
1037,1,4,2,5,3
1038,2,2,4,4,4
1039,3,2,1,1,4
1040,3,4,4,4,4
1041,5,4,3,5,5
1042,4,3,3,1,2
1043,3,5,3,3,2
1044,5,5,5,4,2
1045,1,2,3,5,4
1046,3,3,3,2,5
1047,2,4,1,5,4
1048,3,3,4,3,3
1049,4,4,4,5,3
1050,5,1,5,2,1
1051,2,2,4,3,3
1052,2,2,5,5,4
1053,1,1,1,5,4
1054,4,5,3,5,1
1055,1,1,2,1,4
1056,2,5,5,2,4
1057,4,5,1,2,2
1058,2,3,1,4,4
1059,3,3,1,5,4
1060,1,2,1,4,3
1061,3,2,3,1,3
1062,3,4,3,2,2
1063,2,3,3,5,4
1064,1,3,1,3,4
1065,4,4,2,5,5
1066,3,4,5,5,4
1067,4,5,3,3,4
1068,2,2,3,5,3
1069,3,2,4,4,1
1070,4,5,5,5,5
1071,1,2,5,1,1
1072,1,3,5,4,2
1073,4,3,1,2,1
1074,5,3,1,1,4
1075,5,2,3,2,3
1076,1,5,2,1,4
1077,3,2,5,4,2
1078,1,5,5,3,4
1079,2,2,1,1,2
1080,3,2,4,2,3
1081,3,2,5,3,5
1082,2,1,4,1,1
1083,2,2,3,4,2
1084,5,5,5,2,1
1085,4,5,3,4,4
1086,2,4,5,4,1
1087,2,3,2,4,4
1088,3,4,3,4,4
1089,1,1,5,1,5
1090,3,2,4,3,4
1091,5,5,1,3,3
1092,5,1,4,2,4
1093,1,5,1,4,3
1094,1,3,5,3,2
1095,4,2,1,3,3
1096,5,2,1,3,4
1097,2,1,3,3,2
1098,1,5,5,3,5
1099,1,1,5,5,1
1100,4,2,3,4,3
1101,4,1,1,5,5
1102,1,1,1,2,5
1103,4,5,1,2,3
1104,2,2,5,3,5
1105,2,2,4,5,1
1106,5,2,3,2,3
1107,2,4,1,3,1
1108,2,2,3,2,1
1109,3,3,1,5,5
1110,2,1,4,1,1
1111,1,5,4,1,3
1112,4,3,1,5,5
1113,4,2,5,2,3
1114,3,2,3,2,2
1115,1,4,5,3,4
1116,3,1,3,2,5
1117,3,1,1,1,3
1118,2,5,3,1,2
1119,4,4,1,1,2
1120,4,4,4,4,3
1121,5,1,5,1,1
1122,1,2,2,2,4
1123,4,2,1,3,1
1124,5,4,4,4,1
1125,3,2,1,2,2
1126,1,4,4,1,4
1127,4,2,5,2,4
1128,3,3,1,4,5
1129,4,4,2,2,3
1130,3,1,4,2,4
1131,3,1,2,2,2
1132,3,2,3,4,1
1133,3,4,3,5,2
1134,5,5,3,4,5
1135,4,2,3,4,1
1136,5,4,5,4,2
1137,4,5,4,3,1
1138,5,1,1,3,1
1139,2,4,5,1,3
1140,2,5,5,2,1
1141,5,3,5,3,5
1142,4,4,1,5,4
1143,4,1,5,4,2
1144,4,2,1,3,4
1145,4,4,5,1,1
1146,5,2,4,4,2
1147,3,3,4,1,3
1148,1,3,4,5,3
