,rd_2,rd_32,rd_128,rd_512,rd_1024
213,2,3,3,3,2
214,4,4,4,5,1
215,2,2,3,3,3
216,4,3,3,1,4
217,4,3,5,3,1
218,5,1,1,4,4
219,3,4,1,4,4
220,5,3,1,3,4
221,2,5,1,5,1
222,4,1,2,1,2
223,2,4,1,2,1
224,5,2,2,5,4
225,4,3,5,1,3
226,1,4,4,1,1
227,3,4,3,5,4
228,4,5,4,2,2
229,5,5,3,2,4
230,1,2,4,5,2
231,3,1,4,3,1
232,2,1,2,3,5
233,5,2,5,3,1
234,4,1,2,2,5
235,1,2,4,3,2
236,3,5,4,4,3
237,3,3,3,5,4
238,4,1,1,4,4
239,1,1,4,4,4
240,2,3,3,1,5
241,1,3,4,1,1
242,4,1,3,3,1
243,5,5,1,5,5
244,4,5,5,2,3
245,5,3,5,2,4
246,1,2,5,2,1
247,4,4,4,3,1
248,1,4,4,4,2
249,2,5,4,3,4
250,3,3,1,1,5
251,3,1,2,2,4
252,3,5,3,4,5
253,5,5,1,1,5
254,4,2,5,2,2
255,5,4,3,4,5
256,1,5,5,4,4
257,3,5,2,5,5
258,3,2,4,1,1
259,1,4,2,5,2
260,5,3,2,1,2
261,5,2,2,1,1
262,3,3,1,4,4
263,1,2,4,2,5
264,3,4,3,4,3
265,2,5,1,3,1
266,4,4,5,5,2
267,3,2,1,5,2
268,1,2,2,1,3
269,5,3,3,2,5
270,2,1,2,5,4
271,2,5,1,3,4
272,1,4,3,2,1
273,1,1,2,3,3
274,5,4,3,4,1
275,3,1,2,2,3
276,4,4,2,3,4
277,2,1,4,3,2
278,1,1,5,4,1
279,2,2,3,5,4
280,1,1,4,1,3
281,2,3,2,2,2
282,5,1,1,4,3
283,1,1,1,5,5
284,2,5,4,1,3
285,2,2,2,1,1
286,1,5,3,1,3
287,1,2,4,4,1
288,3,5,4,1,1
289,4,3,1,3,1
290,3,2,3,4,5
291,3,4,3,1,1
292,4,1,4,4,1
293,2,3,4,5,1
294,4,4,1,2,2
295,3,2,2,2,2
296,5,2,1,3,4
297,2,5,5,5,4
298,5,3,4,3,3
299,5,3,4,2,2
300,4,1,1,4,3
301,2,3,3,3,2
302,4,1,3,2,5
303,3,5,2,2,1
304,3,4,4,1,3
305,1,4,1,2,4
306,5,5,4,2,4
307,1,1,3,5,2
308,1,2,1,5,3
309,2,1,4,1,2
310,3,3,4,4,4
311,2,3,1,1,3
312,3,4,1,2,2
313,3,2,3,5,4
314,4,5,3,5,4
315,2,3,1,1,1
316,3,2,4,5,3
317,3,4,1,1,4
318,1,3,1,2,1
319,3,4,1,5,5
320,4,4,2,1,1
321,3,2,1,2,1
322,2,2,1,5,5
323,1,1,3,4,5
324,5,2,3,1,1
325,2,1,4,5,3
326,3,4,1,3,5
327,2,4,4,2,5
328,2,4,3,5,2
329,4,4,3,3,2
330,2,1,1,1,4
331,4,2,5,5,2
332,1,3,3,3,5
333,1,5,1,3,5
334,4,3,1,4,2
335,2,3,5,5,2
336,2,5,4,5,3
337,5,5,1,4,4
338,3,5,5,3,3
339,4,4,1,2,2
340,3,2,2,4,4
341,1,2,4,3,1
342,3,5,3,2,4
343,3,1,2,5,2
344,3,2,5,2,3
345,3,5,5,5,1
346,3,3,5,1,1
347,2,3,2,3,1
348,5,1,5,3,5
349,1,3,1,3,4
350,4,5,4,1,5
351,2,3,1,3,5
352,1,4,3,4,5
353,4,4,1,3,2
354,2,4,2,2,5
355,2,1,2,4,4
356,1,5,1,5,1
357,5,5,3,4,1
358,5,4,4,5,5
359,5,4,3,2,1
360,5,4,3,5,1
361,1,2,3,3,4
362,5,2,1,4,2
363,2,2,3,2,2
364,5,3,2,3,1
365,1,2,3,3,2
366,5,2,5,2,5
367,1,5,5,1,3
368,3,2,3,5,5
369,1,3,2,5,2
370,1,1,5,5,1
371,4,4,2,5,1
372,4,1,3,3,3
373,4,1,3,3,2
374,2,3,4,3,5
375,3,3,5,1,5
376,3,1,1,4,3
377,4,5,1,1,5
378,3,4,2,2,2
379,2,4,1,5,4
380,4,3,1,1,1
381,4,2,4,1,3
382,4,3,2,4,2
383,4,2,2,2,5
384,3,2,2,5,5
385,1,1,5,2,1
386,4,5,5,3,3
387,1,1,1,1,4
388,2,1,4,3,5
389,4,1,3,1,1
390,5,2,2,1,3
391,2,4,2,4,1
392,5,2,5,4,1
393,4,4,2,2,4
394,3,4,4,4,5
395,4,5,3,4,3
396,4,1,4,5,2
397,2,5,3,1,4
398,1,5,3,3,5
399,2,4,2,1,5
400,1,3,5,3,5
401,3,1,4,3,2
402,2,2,5,3,4
403,1,1,5,5,2
404,5,4,5,1,5
405,1,1,5,3,1
406,5,5,5,3,1
407,2,2,5,2,4
408,4,5,2,5,5
409,3,4,3,2,1
410,5,4,3,1,5
411,1,3,4,4,4
412,3,3,3,1,3
413,5,4,5,1,2
414,3,5,4,4,2
415,5,4,4,4,3
416,4,3,4,4,3
417,1,5,4,2,4
418,1,3,3,5,3
419,2,4,1,4,1
420,5,5,5,2,2
421,2,5,2,2,5
422,5,2,2,4,2
423,3,1,1,3,5
424,5,2,5,2,5
425,3,5,2,1,4
426,3,2,5,4,5
427,3,1,3,4,3
428,5,1,3,2,5
429,4,5,5,3,3
430,4,3,5,2,5
431,1,4,1,1,5
432,3,1,3,2,5
433,5,1,5,3,1
434,5,1,1,1,4
435,4,2,4,1,4
436,2,3,5,3,1
437,3,5,3,2,4
438,3,4,3,4,3
439,2,5,5,1,5
440,3,3,2,1,5
441,3,3,3,2,3
442,5,2,3,2,5
443,4,3,2,1,5
444,4,4,2,1,3
445,4,5,2,2,3
446,5,3,3,1,4
447,3,5,3,2,4
448,1,5,4,4,4
449,4,1,4,1,4
450,5,1,5,1,1
451,2,1,4,5,4
452,1,2,2,3,1
453,1,1,5,1,5
454,5,3,3,5,5
455,1,4,1,2,4
456,3,5,2,5,4
457,2,2,3,1,1
458,3,1,5,1,2
459,3,4,1,5,3
460,2,2,4,4,1
461,5,5,5,4,5
462,1,5,1,5,3
463,4,5,4,3,3
464,1,2,2,1,3
465,1,5,1,1,5
466,5,5,4,5,3
467,4,2,1,4,3
468,1,5,1,4,2
469,3,3,1,2,1
470,1,5,5,4,2
471,3,2,5,5,2
472,2,5,4,3,5
473,3,5,4,4,5
474,5,5,2,5,3
475,3,1,1,3,1
476,1,3,5,4,1
477,1,2,2,5,2
478,5,4,2,3,3
479,2,1,2,4,2
480,3,5,2,4,1
481,1,5,4,2,5
482,3,4,1,5,3
483,3,1,4,1,4
484,1,2,2,3,4
485,5,2,3,3,4
486,2,3,5,4,3
487,1,4,5,3,2
488,2,5,1,1,3
489,4,5,2,5,2
490,2,3,2,2,5
491,5,5,3,1,1
492,2,1,3,5,5
493,5,4,3,4,2
494,2,1,5,2,1
495,4,1,4,3,4
496,2,5,2,3,5
497,5,1,3,5,2
498,2,2,1,2,1
499,4,5,1,2,1
500,3,5,1,4,5
501,4,2,4,2,4
502,2,3,5,1,3
503,1,5,4,5,2
504,2,3,5,3,3
505,1,1,5,2,4
506,5,2,4,4,2
507,4,1,1,4,5
508,2,1,4,5,2
509,5,4,2,4,1
510,4,5,2,4,5
511,3,4,2,3,3
512,1,3,5,1,1
513,3,4,3,3,3
514,3,5,4,4,1
515,3,5,4,5,1
516,4,3,1,1,1
517,5,4,3,1,5
518,4,4,2,2,5
519,1,2,3,5,4
520,4,1,3,5,4
521,3,2,4,4,1
522,2,3,1,1,2
523,2,1,2,5,1
524,3,3,2,5,2
525,1,1,4,2,3
526,1,4,3,1,1
527,5,1,5,2,5
528,5,3,5,1,3
529,1,1,3,5,4
530,3,3,3,3,5
531,5,2,1,3,5
532,2,3,4,2,5
533,4,1,1,4,2
534,5,1,5,5,5
535,1,3,5,1,4
536,3,5,5,2,3
537,4,2,1,5,1
538,3,3,5,4,4
539,5,2,3,3,5
540,1,4,5,4,5
541,2,4,1,4,4
542,2,2,4,2,4
543,2,3,3,2,1
544,1,1,2,2,5
545,2,4,1,5,2
546,3,2,4,3,1
547,2,2,2,1,1
548,5,3,2,5,1
549,2,1,2,3,3
550,2,4,2,5,5
551,2,1,3,5,5
552,3,2,1,4,3
553,1,5,4,1,4
554,5,5,5,5,2
555,2,5,5,5,3
556,2,2,1,1,5
557,2,3,5,4,1
558,3,1,1,1,2
559,4,3,1,5,5
560,2,1,5,5,5
561,4,2,4,5,4
562,5,2,1,3,4
563,4,5,1,3,1
564,1,5,4,4,2
565,3,3,1,3,4
566,4,1,4,5,3
567,3,2,4,4,3
568,1,3,1,2,5
569,4,1,4,2,4
570,4,1,3,1,4
571,1,2,4,5,5
572,1,1,2,4,2
573,2,5,4,3,3
574,3,5,3,1,4
575,2,1,2,4,1
576,3,4,5,2,4
577,2,5,4,5,5
578,4,4,4,5,2
579,1,2,4,3,4
580,1,5,1,2,1
581,3,1,2,1,5
582,2,4,4,2,3
583,4,2,1,4,2
584,2,4,5,3,1
585,4,5,2,3,1
586,2,5,3,4,5
587,5,4,2,1,3
588,4,2,4,2,1
589,3,2,2,5,3
590,2,3,5,3,5
591,4,4,2,3,5
592,3,3,3,3,3
593,1,1,4,5,5
594,5,5,4,1,2
595,3,4,1,2,2
596,3,5,5,4,4
597,1,1,4,1,2
598,2,1,1,1,5
599,3,1,3,3,4
600,2,1,3,4,3
601,2,5,1,2,5
602,3,4,3,5,5
603,1,2,5,1,2
604,5,3,3,4,5
605,5,2,2,1,3
606,2,1,2,4,5
607,5,2,1,5,3
608,2,1,3,3,5
609,5,5,4,4,5
610,3,2,2,5,1
611,1,3,5,2,4
612,2,5,1,3,2
613,5,2,2,4,5
614,1,3,5,2,2
615,3,2,3,2,2
616,4,4,4,1,3
617,4,4,3,2,2
618,2,4,5,4,3
619,2,2,2,4,2
620,3,2,2,2,2
621,3,2,4,4,5
622,5,3,5,5,1
623,4,2,1,2,3
624,1,4,2,5,1
625,2,3,5,1,1
626,4,5,4,2,5
627,2,4,2,4,4
628,3,1,2,1,2
629,4,5,3,2,4
630,5,2,3,1,2
631,3,3,1,1,1
632,4,4,5,2,1
633,4,3,5,3,5
634,5,4,4,4,3
635,5,4,3,1,4
636,4,4,3,5,3
637,4,2,1,2,1
638,4,2,2,1,4
639,4,4,3,4,2
640,2,1,1,4,2
641,3,3,2,3,5
642,4,2,3,1,1
643,2,3,4,5,4
644,3,1,1,2,4
645,1,5,3,1,5
646,4,1,1,1,1
647,5,5,1,4,3
648,5,4,4,5,4
649,1,1,1,3,5
650,4,5,4,5,5
651,1,1,2,1,2
652,2,3,2,3,1
653,1,1,4,1,5
654,3,2,1,5,1
655,5,4,3,5,1
656,4,3,4,1,5
657,4,4,3,2,2
658,1,4,1,4,5
659,1,1,5,3,2
660,4,1,5,3,3
661,5,1,4,2,3
662,1,1,4,1,3
663,2,2,5,5,1
664,2,3,3,1,2
665,1,5,3,2,2
666,1,2,4,2,2
667,1,1,4,2,2
668,4,1,3,5,5
669,3,5,4,2,4
670,5,4,2,4,3
671,3,4,5,5,2
672,1,2,5,4,5
673,4,1,4,3,5
674,5,3,1,1,1
675,2,3,5,3,1
676,5,5,3,4,5
677,3,5,1,2,4
678,1,4,4,3,4
679,5,3,1,5,5
680,4,4,2,2,1
681,1,1,1,1,2
682,3,3,5,5,3
683,4,3,3,3,4
684,3,4,5,4,3
685,4,2,1,3,2
686,5,1,2,4,1
687,4,2,5,2,2
688,3,1,2,5,4
689,5,2,2,2,4
690,3,5,3,3,3
691,1,4,1,3,3
692,3,3,3,1,5
693,3,3,2,2,2
694,2,1,5,2,4
695,2,3,4,5,2
696,2,2,1,3,5
697,1,2,4,2,3
698,5,1,5,3,4
699,1,3,4,5,3
700,4,2,5,1,5
701,3,1,5,5,3
702,4,4,2,5,5
703,5,1,1,5,4
704,1,3,4,3,3
705,2,3,4,3,4
706,4,2,4,4,2
707,3,2,5,1,5
708,3,5,2,3,4
709,5,1,4,2,5
710,3,3,2,5,4
711,2,2,3,4,5
712,4,2,3,4,3
713,4,4,5,3,4
714,5,5,5,2,5
715,2,4,5,4,2
716,3,5,4,3,1
717,2,3,2,5,3
718,5,5,3,5,4
719,2,5,1,1,3
720,3,4,4,3,3
721,1,4,4,5,4
722,5,5,3,3,3
723,5,3,1,3,3
724,2,4,5,1,5
725,5,2,1,4,5
726,4,3,3,1,2
727,1,5,4,1,4
728,3,1,4,2,2
729,1,1,5,5,2
730,5,1,3,2,1
731,2,3,1,3,1
732,2,2,2,2,1
733,3,4,4,1,3
734,1,1,1,3,4
735,1,3,4,1,3
736,3,5,4,1,2
737,1,1,1,5,5
738,2,4,4,3,2
739,1,5,3,1,5
740,4,4,3,3,2
741,2,3,1,5,2
742,4,3,3,4,3
743,2,4,4,3,3
744,1,1,3,4,2
745,3,2,1,5,1
746,5,4,1,5,2
747,4,4,3,5,2
748,3,2,2,1,3
749,4,1,1,1,3
750,4,1,3,5,2
751,5,5,1,2,2
752,3,4,5,4,1
753,5,1,3,1,4
754,5,1,4,1,4
755,2,3,4,5,5
756,1,2,1,5,4
757,1,2,3,5,5
758,5,1,4,5,3
759,5,4,4,2,2
760,5,5,2,5,4
761,2,2,5,3,3
762,5,5,3,2,4
763,1,4,3,2,5
764,5,1,4,3,2
765,3,2,2,5,3
766,4,3,5,2,5
767,5,5,3,2,1
768,1,4,2,4,2
769,5,4,2,2,3
770,2,5,4,1,2
771,2,1,1,3,4
772,5,5,5,1,5
773,2,4,2,5,3
774,5,5,3,4,2
775,4,5,4,2,4
776,2,3,4,2,5
777,4,1,5,4,5
778,4,3,5,1,3
779,1,3,2,2,1
780,4,4,1,3,3
781,3,1,5,3,1
782,2,4,2,2,1
783,4,3,4,1,2
784,2,3,3,5,4
785,5,2,3,4,5
786,1,4,3,3,1
787,2,3,3,4,3
788,1,1,5,3,3
789,3,3,3,2,4
790,1,1,3,4,5
791,5,1,3,2,4
792,1,5,2,2,5
793,4,2,2,4,2
794,2,5,4,4,5
795,1,1,2,3,2
796,3,4,5,2,2
797,4,3,4,5,5
798,3,3,5,3,5
799,2,3,2,3,3
800,5,4,2,2,5
801,2,3,2,4,4
802,2,4,1,4,3
803,3,2,1,3,5
804,5,5,5,4,2
805,5,2,3,5,2
806,4,3,2,3,1
807,1,1,1,1,1
808,5,5,1,1,3
809,2,5,3,1,3
810,2,2,2,3,3
811,3,5,4,5,2
812,4,2,5,2,5
813,2,4,1,3,2
814,1,1,4,3,5
815,4,3,4,5,3
816,1,4,1,1,5
817,5,3,4,3,4
818,4,3,1,5,2
819,1,1,3,1,5
820,5,3,3,5,4
821,1,1,4,3,2
822,5,2,2,3,1
823,2,5,1,4,3
824,1,1,5,2,1
825,2,3,3,1,1
826,3,4,5,2,2
827,2,4,3,3,1
828,5,3,4,5,4
829,1,1,2,3,5
830,5,4,2,4,3
831,5,2,5,4,5
832,4,3,2,4,5
833,4,1,3,3,4
834,3,2,1,2,5
835,3,2,2,2,4
836,4,4,2,1,3
837,3,3,2,4,2
838,5,1,4,3,1
839,3,3,1,1,3
840,4,2,2,3,3
841,5,5,5,1,1
842,1,1,2,5,4
843,3,5,5,4,4
844,1,1,1,3,4
845,1,1,4,2,2
846,3,3,3,4,5
847,3,1,5,4,5
848,3,2,5,1,3
849,2,4,3,2,4
850,5,2,3,1,1
851,1,1,1,4,2
852,4,3,3,1,2
853,1,5,3,3,2
854,4,4,4,3,4
855,5,2,5,1,3
856,4,5,2,2,4
857,1,2,4,5,5
858,5,3,3,2,3
859,1,4,5,2,1
860,4,2,3,3,2
861,3,5,3,1,1
862,1,1,1,2,2
863,2,3,2,2,4
864,4,4,1,5,3
865,5,2,2,3,5
866,2,5,1,2,4
867,5,3,3,5,5
868,5,5,5,1,4
869,4,3,2,2,3
870,3,4,1,1,2
871,1,3,4,5,1
872,5,1,2,2,5
873,2,5,2,2,3
874,1,3,1,1,3
875,5,1,3,2,1
876,5,3,1,1,1
877,1,2,1,2,2
878,3,1,5,4,3
879,4,4,2,4,5
880,2,5,2,5,1
881,1,5,4,5,4
882,3,1,5,2,3
883,1,4,2,4,5
884,4,2,4,3,2
885,2,5,5,4,1
886,3,4,2,2,2
887,2,3,1,4,5
888,2,4,5,4,4
889,4,2,1,2,2
890,5,2,4,4,5
891,1,1,1,4,1
892,5,5,2,5,4
893,4,5,3,1,4
894,5,2,2,1,4
895,4,3,2,3,2
896,5,5,4,5,2
897,1,2,4,5,4
898,5,1,5,4,3
899,4,4,2,4,2
900,4,3,3,1,4
901,2,3,2,1,1
902,5,5,2,4,4
903,1,1,4,5,3
904,5,4,4,2,1
905,1,3,5,5,2
906,5,1,4,5,2
907,2,5,2,3,3
908,5,1,5,1,1
909,1,2,3,2,5
910,4,3,4,3,4
911,1,1,1,5,2
912,5,3,4,5,4
913,4,5,2,3,5
914,1,3,2,4,3
915,2,5,2,3,3
916,3,4,4,2,5
917,2,3,2,3,2
918,5,2,1,3,3
919,5,4,4,4,4
920,4,3,1,5,1
921,1,3,3,3,1
922,3,5,1,5,3
923,2,5,5,4,3
924,5,3,1,1,4
925,3,4,1,1,4
926,2,2,2,1,1
927,4,3,1,5,1
928,3,3,4,1,4
929,3,4,2,5,2
930,2,5,3,1,3
931,1,3,3,4,3
932,3,4,4,2,1
933,4,4,3,3,2
934,5,1,3,4,5
935,5,4,1,5,1
936,4,5,5,1,1
937,5,1,4,1,4
938,5,3,3,4,1
939,5,4,1,1,3
940,2,2,5,2,4
941,2,4,2,4,5
942,5,3,2,2,3
943,4,5,3,3,2
944,2,2,4,5,1
945,1,3,4,1,1
946,3,2,3,3,5
947,5,4,1,4,5
948,3,2,1,4,2
949,2,4,1,1,4
950,5,1,4,3,1
951,3,4,1,3,2
952,3,2,1,1,1
953,3,3,3,5,4
954,3,3,5,5,3
955,1,1,1,1,2
956,3,5,2,1,4
957,2,4,4,2,5
958,4,1,2,5,1
959,4,3,4,5,1
960,3,2,5,5,4
961,3,4,1,3,1
962,4,3,2,4,4
963,3,3,2,4,4
964,3,5,4,3,4
965,4,2,3,2,2
966,3,1,1,1,3
967,3,3,4,4,2
968,1,4,1,4,2
969,4,5,4,3,5
970,4,4,2,3,2
971,1,2,2,4,3
972,5,5,5,4,4
973,4,3,3,5,1
974,5,1,4,4,2
975,5,5,1,3,1
976,5,4,4,4,4
977,4,3,1,3,4
978,3,3,3,5,5
979,4,4,4,2,1
980,2,1,4,4,2
981,2,5,2,1,3
982,1,3,5,2,3
983,1,1,1,1,1
984,2,2,3,1,1
985,2,3,3,4,1
986,1,1,4,2,1
987,5,3,2,3,5
988,2,5,3,4,1
989,5,1,5,3,2
990,2,2,4,4,3
991,1,2,5,1,1
992,4,1,1,5,2
993,1,4,2,1,1
994,1,5,5,2,4
995,2,3,3,5,1
996,1,3,3,1,2
997,2,5,1,3,1
998,3,4,4,2,5
999,1,1,5,5,3
1000,5,3,2,5,4
1001,1,3,3,5,5
1002,4,1,5,3,5
1003,1,3,1,3,5
1004,4,2,3,1,4
1005,5,4,5,2,3
1006,3,1,5,1,3
1007,1,1,2,4,4
1008,1,3,5,3,5
1009,4,5,2,5,3
1010,4,3,4,5,3
1011,5,2,3,4,3
1012,4,2,5,2,5
1013,5,2,2,4,2
1014,2,5,1,1,1
1015,1,5,1,5,1
1016,4,1,4,1,1
1017,5,2,2,3,3
1018,1,2,5,3,2
1019,5,5,3,4,2
1020,4,4,2,4,4
1021,1,3,5,2,2
1022,5,1,5,1,5
1023,1,4,4,5,4
1024,5,1,3,5,4
1025,2,2,1,4,1
1026,3,4,5,1,4
1027,2,4,1,1,2
1028,1,5,5,2,4
1029,4,3,2,3,2
1030,5,2,1,2,3
1031,2,5,3,5,4
1032,5,3,4,1,2
1033,4,5,3,2,5
1034,2,1,1,4,2
1035,5,4,1,4,3
1036,2,3,5,2,3
1037,2,3,1,5,4
1038,4,5,5,4,5
1039,3,1,5,1,3
1040,2,4,2,1,3
1041,4,3,5,1,4
1042,1,2,1,5,5
1043,3,1,3,2,4
1044,2,3,2,1,3
1045,5,4,2,1,2
1046,4,2,1,1,2
1047,4,4,2,1,3
1048,2,2,3,1,1
1049,4,5,2,1,5
1050,5,5,4,5,2
1051,2,2,2,3,5
1052,4,2,4,1,3
1053,2,5,5,2,2
1054,4,1,4,3,4
1055,1,4,5,3,5
1056,3,3,5,3,1
1057,5,1,1,4,4
1058,3,1,4,5,2
1059,3,1,1,5,3
1060,5,1,5,2,5
1061,4,2,4,5,3
1062,2,4,3,1,4
1063,1,1,5,3,4
1064,1,3,5,1,1
1065,2,4,1,5,5
1066,3,5,3,2,3
1067,4,3,5,4,2
1068,2,4,5,4,4
1069,5,2,4,4,2
1070,5,2,4,3,3
1071,5,1,3,5,5
1072,1,3,2,1,1
1073,5,1,5,4,1
1074,5,2,4,4,4
1075,5,3,3,2,3
1076,1,1,3,2,5
1077,3,4,5,1,3
1078,4,1,2,1,3
1079,3,2,4,4,1
1080,5,3,5,5,1
1081,1,1,5,2,4
1082,2,2,3,2,5
1083,5,5,5,5,3
1084,4,2,1,1,4
1085,5,3,5,5,5
1086,1,5,4,5,2
1087,5,4,4,4,2
1088,2,1,3,5,5
1089,3,4,1,5,3
1090,2,3,5,5,4
1091,4,5,1,1,5
1092,1,1,2,2,3
1093,4,5,2,3,5
1094,1,2,4,2,2
1095,1,5,4,4,1
1096,1,1,3,4,2
1097,3,2,4,5,4
1098,2,2,2,2,2
1099,5,1,5,3,3
1100,3,3,2,5,1
1101,1,1,5,5,4
1102,4,2,4,5,4
1103,5,3,4,4,3
1104,2,1,5,1,5
1105,1,3,2,3,1
1106,5,2,1,4,4
1107,5,5,5,2,5
1108,1,1,5,5,4
1109,5,1,1,1,3
1110,5,3,4,4,4
1111,2,1,1,3,5
1112,5,5,2,5,3
1113,2,2,3,5,2
1114,1,5,4,2,2
1115,2,1,1,5,2
1116,4,1,5,2,4
1117,4,1,1,1,3
1118,3,3,4,1,1
1119,5,4,2,2,1
1120,4,1,2,5,5
1121,1,4,3,3,4
1122,2,1,3,4,4
1123,3,2,3,2,1
1124,1,4,3,3,5
1125,1,4,3,3,1
1126,5,3,3,4,4
1127,1,3,3,1,5
1128,5,3,5,2,3
1129,1,5,1,4,1
1130,2,4,2,5,4
1131,3,2,5,4,4
1132,3,4,2,2,5
1133,4,1,2,3,3
1134,2,3,5,4,3
1135,4,2,2,5,2
1136,1,1,5,5,5
1137,1,2,5,4,5
1138,4,5,1,5,4
1139,2,5,2,3,3
1140,1,5,2,3,5
1141,4,4,5,4,5
1142,1,3,3,1,2
1143,2,5,5,2,5
1144,2,4,5,5,1
1145,4,2,2,5,5
1146,1,2,1,4,2
1147,1,3,4,3,5
1148,2,3,1,5,1
